Ano;Mês;Classificação;Fonte;Rubrica;Receita;Receita Mês (R$);Receita Ano (R$);Receita Orçada (R$)
2026;02;10000000000;;;RECEITAS CORRENTES;515.319.890,25;984.549.322,56;4.773.581.000,00
2026;02;11000000000;;;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;291.690.557,67;418.418.286,40;1.624.916.000,00
2026;02;11100000000;;;IMPOSTOS;268.492.590,61;392.556.620,05;1.575.764.000,00
2026;02;11120000000;;;IMPOSTOS SOBRE O PATRIMÔNIO;197.136.722,65;223.503.672,13;595.860.000,00
2026;02;11125000000;;;IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA;189.990.941,88;208.570.515,19;474.341.000,00
2026;02;11125001001;0001;0019;Imposto sobre a Propriedade Predial Urbana;129.492.146,07;138.960.187,70;301.075.000,00
2026;02;11125001002;0001;0027;Imposto sobre a Propriedade Territorial Urbana;54.390.967,45;56.272.707,71;101.642.000,00
2026;02;11125002001;0001;1620;Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros;644.260,98;647.464,60;1.943.000,00
2026;02;11125003001;0001;2410;Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa;4.959.601,08;11.660.433,60;60.571.000,00
2026;02;11125004001;0001;1670;Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros;503.966,30;1.029.721,58;9.110.000,00
2026;02;11125300000;;;IMPOSTOS SOBRE TRANSMISSÃO "INTER VIVOS" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS;7.145.780,77;14.933.156,94;121.519.000,00
2026;02;11125301001;0001;0248;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal;7.145.604,92;14.931.533,03;121.485.000,00
2026;02;11125302001;0001;1650;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis - Multas e Juros;175,85;1.623,91;34.000,00
2026;02;11130000000;;;IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;11.258.233,32;25.427.798,12;262.009.000,00
2026;02;11130300000;;;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE;11.258.233,32;25.427.798,12;262.009.000,00
2026;02;11130310000;;;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO;6.890.613,33;17.616.091,65;208.151.000,00
2026;02;11130311001;0001;1141;Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;6.890.613,33;17.616.091,65;119.320.000,00
2026;02;11130311002;0001;2016;Imposto sobre a Renda - Retido na Fonte - Trabalho - Aposentados e Pensionistas;0,00;0,00;88.831.000,00
2026;02;11130340000;;;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS;4.367.619,99;7.811.706,47;53.858.000,00
2026;02;11130341001;0001;2018;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos ;4.367.619,99;7.811.706,47;53.858.000,00
2026;02;11140000000;;;IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;60.097.634,64;143.625.149,80;717.895.000,00
2026;02;11145100000;;;IMPOSTOS SOBRE SERVIÇOS;60.097.634,64;143.625.149,80;717.895.000,00
2026;02;11145110000;;;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN;60.097.634,64;143.625.149,80;717.895.000,00
2026;02;11145111001;0001;0035;Imposto sobre Serviços de Qualquer Natureza - Não Lançado;46.842.758,28;114.587.310,37;538.971.000,00
2026;02;11145111002;0001;0221;Imposto sobre Serviços de Qualquer Natureza - Lançado;20.175,04;60.490,54;7.363.000,00
2026;02;11145111003;0001;0222;Imposto sobre Serviços de Qualquer Natureza - Super Simples;11.656.112,00;25.773.532,78;147.773.000,00
2026;02;11145111004;0001;1011;Imposto sobre Serviços de Qualquer Natureza - STN Convênio;137.524,04;268.868,32;2.914.000,00
2026;02;11145112001;0001;1630;Imposto sobre Serviços de Qualquer Natureza - Multas e Juros;1.182,85;4.509,35;72.000,00
2026;02;11145113001;0001;2445;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa;1.274.525,78;2.594.164,56;18.119.000,00
2026;02;11145114001;0001;1680;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros;165.356,65;336.273,88;2.683.000,00
2026;02;11200000000;;;TAXAS;23.197.967,06;25.861.666,35;49.150.000,00
2026;02;11210000000;;;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;398.920,68;927.838,22;15.015.000,00
2026;02;11210100000;;;TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO;345.673,94;833.977,40;14.620.000,00
2026;02;11210101001;0001;0043;Taxa de Licença para Localização;36.245,53;114.856,26;101.000,00
2026;02;11210101002;0001;0051;Taxa de Fiscalização e Funcionamento;61.551,00;148.934,08;10.325.000,00
2026;02;11210101003;0001;0078;Taxa de Licença para o Exercício do Comércio Ambulante;0,00;321,95;59.000,00
2026;02;11210101004;0001;0086;Taxa de Licença Exec. Obras Partic., Arruam., Loteam., e Desmembramento;202.589,38;476.835,93;3.399.000,00
2026;02;11210101005;0001;0094;Taxa  de Licença para Publicidade;483,06;2.576,32;368.000,00
2026;02;11210101006;0001;0108;Taxa de Licença p/ Ocup. do Solo e Logradouros Públicos;39.961,09;75.583,30;112.000,00
2026;02;11210101007;0001;0120;Taxa p/ Permissão de Uso do Solo/ Subsolo/ Aéreo;0,00;0,00;40.000,00
2026;02;11210101008;0001;0350;Taxa de Conformidade de Obras e Serviços;0,00;0,00;26.000,00
2026;02;11210102001;0001;1660;Taxas de Inspeção, Controle e Fiscalização - Multas e Juros;4.843,88;14.869,56;190.000,00
2026;02;11215000000;;;TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA;53.246,74;93.860,82;395.000,00
2026;02;11215001001;0003;0330;Fundo Municipal de Saúde - Taxa de Fiscalização de Vigilância Sanitária;53.246,74;93.860,82;395.000,00
2026;02;11220000000;;;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;22.799.046,38;24.933.828,13;34.135.000,00
2026;02;11220100000;;;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;22.799.046,38;24.933.828,13;34.135.000,00
2026;02;11220101001;0001;0140;Taxa de Coleta de Lixo;22.795.188,23;24.925.877,41;34.123.000,00
2026;02;11220101002;0001;0116;Taxa de Expediente;3.832,98;7.892,00;6.000,00
2026;02;11220101003;0001;0175;Taxa Apreensão, Dep. Bens, Alinh., Nivel. E Num. de Prédios;25,17;58,72;1.000,00
2026;02;11220101004;0003;2607;Fundo Municipal de Saúde - Taxa de Manutenção - Centro de Controle de Zoonoses - CCZ;0,00;0,00;5.000,00
2026;02;11300000000;;;CONTRIBUIÇÃO DE MELHORIA;0,00;0,00;2.000,00
2026;02;11310000000;;;CONTRIBUIÇÃO DE MELHORIA;0,00;0,00;2.000,00
2026;02;11315300000;;;CONTRIBUIÇÃO DE MELHORIA PARA PAVIMENTAÇÃO E OBRAS COMPLEMENTARES;0,00;0,00;2.000,00
2026;02;11315301001;0001;0205;Contribuição de Melhoria para Pavimentação e Obras Complementares - Principal;0,00;0,00;1.000,00
2026;02;11315302001;0001;1640;Contribuição de Melhoria para Pavimentação e Obras Complementares - Multas e Juros;0,00;0,00;1.000,00
2026;02;12000000000;;;CONTRIBUIÇÕES;4.015.905,57;6.818.544,69;37.489.000,00
2026;02;12400000000;;;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;4.015.905,57;6.818.544,69;37.489.000,00
2026;02;12410000000;;;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;4.015.905,57;6.818.544,69;37.489.000,00
2026;02;12415000000;;;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;4.015.905,57;6.818.544,69;37.489.000,00
2026;02;12415001001;0003;2997;Contribuição para o Custeio do Serviço de Iluminação Pública - Territorial;1.253.262,90;1.468.137,16;4.313.000,00
2026;02;12415001002;0003;2964;Contribuição para o Custeio do Serviço de Iluminação Pública - Predial;2.762.642,67;5.350.407,53;33.176.000,00
2026;02;13000000000;;;RECEITA PATRIMONIAL;3.780.502,70;6.421.667,29;32.327.000,00
2026;02;13100000000;;;EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO;241.093,43;524.640,59;3.959.000,00
2026;02;13110000000;;;EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO;241.093,43;524.640,59;3.959.000,00
2026;02;13110100000;;;ALUGUÉIS, ARRENDAMENTOS, FOROS, LAUDÊMIOS, TARIFAS DE OCUPAÇÃO;198.914,52;426.978,50;3.502.000,00
2026;02;13110110000;;;ALUGUÉIS E ARRENDAMENTOS;25.043,52;61.112,17;356.000,00
2026;02;13110111001;0001;1040;Aluguéis de Imóveis Próprios Públicos;25.043,52;61.112,17;356.000,00
2026;02;13110120000;;;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO;173.871,00;365.866,33;3.146.000,00
2026;02;13110121001;0001;1023;Foros, Laudêmios e Tarifas de Ocupação - Principal;173.871,00;365.866,33;3.146.000,00
2026;02;13110200000;;;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS;42.178,91;97.662,09;457.000,00
2026;02;13110211001;0001;1057;Receita com Utilização do Centro da Juventude Fuad Cury;0,00;0,00;29.000,00
2026;02;13110211002;0001;2165;Concessão Onerosa - Arena Esportiva Farma Conde;39.743,41;91.757,41;424.000,00
2026;02;13110211003;0001;2166;Receita com Utilização do Centro de Treinamento do Atleta Cidadão - CTAC;235,50;3.704,68;4.000,00
2026;02;13110211004;0001;2167;Concessão de Uso - Quiosques Banhado;2.200,00;2.200,00;0,00
2026;02;13200000000;;;VALORES MOBILIÁRIOS;3.539.409,27;5.897.026,70;28.368.000,00
2026;02;13210000000;;;JUROS E CORREÇÕES MONETÁRIAS;3.539.409,27;5.897.026,70;28.349.000,00
2026;02;13210100000;;;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;3.539.409,27;5.897.026,70;28.349.000,00
2026;02;13210101001;0002;1912;Juros Banc. Op. Financeiras - Fundeb;311.726,14;527.221,09;1.639.000,00
2026;02;13210101002;0001;1890;Juros Banc. Op. Financeiras - Fundo Municipal de Saúde - FMS;1.567,22;2.384,34;310.000,00
2026;02;13210101006;0002;1780;Juros Banc. Op. Financeiras - SUS - Estadual;65.731,04;131.470,30;1.090.000,00
2026;02;13210101007;0005;1074;Juros Banc. Op. Financeiras - Fundo Nacional de Saúde - FNS;45.636,84;104.014,72;0,00
2026;02;13210101008;0001;1546;Juros Banc. Op. Financeiras - Secretaria Municipal de Educação - SME;17.039,33;28.548,53;762.000,00
2026;02;13210101009;0005;1750;Juros Banc. Op. Financeiras - Salário Educação;52.437,90;80.647,56;340.000,00
2026;02;13210101010;0005;1500;Juros Banc. Op. Financeiras - Programa Nacional de Alimentação Escolar - PNAE/FNDE;45.709,95;101.261,54;187.000,00
2026;02;13210101012;0001;1123;Juros Banc. Op. Financeiras - Contribuição de Intervenção no Domínio Econômico - CIDE;1.101,29;2.012,09;16.000,00
2026;02;13210101013;0005;1730;Juros Banc. Op. Financeiras - Fundo Nacional de Assistência Social - FNAS;2.852,76;6.134,31;0,00
2026;02;13210101014;0003;1913;Juros Banc. Op. Financeiras - Contribuição para o Custeio do Serviço de Iluminação Pública;33.924,51;65.216,84;663.000,00
2026;02;13210101016;0003;1210;Juros Banc. Op. Financeiras - Multas de Trânsito;122.140,83;220.371,88;489.000,00
2026;02;13210101017;0003;1820;Juros Banc. Op. Financeiras - Zona Azul e Outros;16.824,99;33.259,40;155.000,00
2026;02;13210101018;0003;1134;Juros Banc. Op. Financeiras - Fundo de Apoio ao Desporto Joseense - FADEJ;26.931,66;46.668,89;246.000,00
2026;02;13210101040;0002;1563;Juros Banc. Op. Financeiras - Convênios Estaduais - Banco do Povo Paulista;0,00;26,62;0,00
2026;02;13210101041;0002;1731;Juros Banc. Op. Financeiras - Fundo Estadual de Assistência Social - FEAS - Proteção Social Básica;263,75;568,04;8.000,00
2026;02;13210101042;0001;1121;Juros Banc. Op. Financeiras - Royalties;24.258,74;57.053,77;85.000,00
2026;02;13210101045;0006;1119;Juros Banc. Op. Financeiras - Conv. Agevap - Assoc. Pró-Gestão das Águas da Bacia Hidrográfica do Rio Paraíba do Sul - Programa de Pagto Por Serv. Ambientais - PSA;2.320,78;5.075,55;0,00
2026;02;13210101048;0003;1127;Juros Banc. Op. Financeiras - Fundo Social de Solidariedade;181,70;382,18;1.000,00
2026;02;13210101049;0002;1128;Juros Banc. Op. Financeiras - Fundação de Proteção e Defesa do Consumidor - Procon;33.759,27;74.294,40;50.000,00
2026;02;13210101050;0003;1129;Juros Banc. Op. Financeiras - Fundo Municipal de Conservação Ambiental - Fumcam;26.526,89;49.720,42;553.000,00
2026;02;13210101051;0003;1130;Juros Banc. Op. Financeiras - Fundo Municipal de Serviços Ecossistêmicos - FMSE;48.480,42;99.160,98;295.000,00
2026;02;13210101053;0003;1143;Juros Banc. Op. Financeiras - Fundo Municipal de Habitação - FMH;1.911,39;4.338,99;86.000,00
2026;02;13210101055;0005;1145;Juros Banc. Op. Financeiras - Brasil Carinhoso - Manutenção de Novas Turmas;125,47;270,83;0,00
2026;02;13210101056;0005;1146;Juros Banc. Op. Financeiras - Programa Nacional de Apoio ao Transporte Escolar - PNATE;207,57;490,78;4.000,00
2026;02;13210101057;0005;1147;Juros Banc. Op. Financeiras - Programa Dinheiro Direto na Escola - PDDE;237,58;511,79;0,00
2026;02;13210101058;0002;1148;Juros Banc. Op. Financeiras - Fundo Social de Solidariedade do Estado de São Paulo - Fussesp - Aluguel Social;297,92;644,04;0,00
